ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
8907,Bachelors,0,Analyst,Finance,New York,Large,0,44,55,KGR770,73330.94406
8908,PhD,5,Data Scientist,IT,San Francisco,Medium,0,47,59,DJL266,121394.0721
8909,Masters,14,Manager,Healthcare,London,Large,0,52,58,YEY582,110223.997
8910,Masters,14,Analyst,Healthcare,New York,,0,23,37,,89552.16859
8911,Masters,12,Manager,IT,London,Large,2,47,45,JEL939,95673.34992
8912,PhD,18,Manager,Education,Bangalore,Small,3,45,51,OSN909,103588.6224
8913,,3,Software Engineer,,Bangalore,Large,1,30,37,LZB418,75561.47925
8914,PhD,13,,Education,London,Small,4,28,40,TWZ135,124807.5759
8915,High School,11,Manager,Education,Bangalore,Medium,4,44,57,INN105,
8916,High School,17,,IT,San Francisco,Large,2,26,58,EXW275,107226.9318
8917,High School,16,Manager,Education,New York,Large,1,32,49,IKP922,96540.49233
8918,Bachelors,11,Data Scientist,Education,London,Medium,1,30,32,VTS567,84594.98385
8919,PhD,14,Manager,Healthcare,Bangalore,Medium,0,57,,JTW144,104413.6253
8920,High School,17,,IT,San Francisco,Medium,1,47,34,XAA256,110542.6219
8921,Masters,15,Analyst,Finance,San Francisco,Medium,2,57,53,XHV330,96581.5741
8922,Masters,9,Analyst,Healthcare,San Francisco,Large,1,,,RJD844,84835.44201
8923,Masters,8,Analyst,Education,London,Small,0,54,31,AZX874,70425.98617
8924,PhD,9,Analyst,Education,Bangalore,Medium,2,26,36,GTM475,74215.67979
8925,,8,Data Scientist,Healthcare,London,Small,3,42,44,KDZ906,92772.14351
8926,PhD,5,Manager,Finance,Bangalore,Large,3,36,30,OUV857,84279.20548
8927,Masters,15,Manager,Education,London,Medium,1,27,48,RDY774,104427.4877
8928,PhD,19,Data Scientist,IT,San Francisco,Medium,2,34,34,OWF914,135876.2888
8929,High School,12,Analyst,IT,San Francisco,Small,1,29,,DRM314,80124.56958
8930,Masters,4,Software Engineer,Finance,San Francisco,Small,4,27,30,WSS455,103135.8123
8931,High School,14,Analyst,Education,Bangalore,Small,1,30,45,RXR958,72487.49182
8932,,13,Software Engineer,Healthcare,New York,Medium,4,41,32,WHO815,88498.83648
8933,Bachelors,5,Data Scientist,Finance,San Francisco,Large,3,35,40,OEU725,89453.85824
8934,Bachelors,10,Software Engineer,IT,Bangalore,Large,0,28,42,RED983,67369.40111
8935,Bachelors,2,Manager,Healthcare,New York,Small,,42,58,THS879,74629.69662
8936,PhD,14,Analyst,IT,San Francisco,Medium,1,45,45,CIK475,103288.5368
8937,High School,17,Software Engineer,IT,San Francisco,Small,2,44,,BUQ878,88370.05586
8938,Bachelors,1,Analyst,Finance,London,Small,1,58,42,PCW076,68215.90581
8939,Masters,7,Software Engineer,Healthcare,San Francisco,Medium,4,26,44,WEK785,
8940,Masters,7,,IT,London,Large,4,47,34,EIE833,87395.40363
8941,Bachelors,19,Analyst,Healthcare,San Francisco,Medium,0,28,56,NQC647,100471.5845
8942,High School,11,Software Engineer,Healthcare,San Francisco,Medium,0,49,41,ETU020,77165.71362
8943,Masters,8,Manager,Healthcare,New York,,1,50,31,,77163.21533
8944,,12,Data Scientist,Finance,New York,Small,4,39,53,KUB186,88368.61706
8945,PhD,2,Manager,Healthcare,Bangalore,Medium,1,41,31,KMB226,85769.78964
8946,,0,Analyst,Finance,San Francisco,Small,4,38,55,RNP871,71949.07401
8947,High School,7,Data Scientist,IT,Bangalore,Medium,1,42,38,DKG973,74350.95959
8948,Masters,9,Manager,Healthcare,Bangalore,Small,2,52,34,VJR064,99290.70871
8949,PhD,5,Software Engineer,Finance,London,Large,2,29,41,XGS510,87210.25631
8950,Masters,19,Manager,IT,San Francisco,Large,2,52,59,VRY998,105887.4033
8951,Masters,8,Manager,Finance,London,Small,2,36,54,SSQ979,100159.2302
8952,High School,2,Analyst,IT,San Francisco,Large,1,,42,OOD337,67000.54168
8953,Bachelors,19,Data Scientist,IT,London,Small,2,32,55,LES650,101571.9524
8954,High School,13,Manager,Healthcare,New York,Small,1,30,50,LIU707,
8955,PhD,13,Data Scientist,IT,San Francisco,Small,2,50,47,NUN869,113871.9225
8956,Bachelors,18,Software Engineer,IT,London,Medium,2,36,33,EVE932,82276.58663
8957,,16,Data Scientist,Education,Bangalore,Medium,0,53,43,SAO155,116212.4443
8958,PhD,0,Data Scientist,Finance,London,Medium,3,43,43,PSQ487,95108.48315
8959,PhD,0,Analyst,IT,New York,Small,4,56,40,YLC018,63730.95221
8960,High School,15,Analyst,IT,Bangalore,Small,3,27,43,MBO884,72787.83837
8961,PhD,2,Analyst,Healthcare,New York,Large,1,30,49,QNR174,71425.31785
8962,PhD,0,Manager,Healthcare,San Francisco,Small,3,35,58,MRV319,100671.1599
8963,High School,2,Manager,IT,San Francisco,Small,2,33,34,LFD841,88367.03093
8964,PhD,9,Data Scientist,Healthcare,Bangalore,Medium,,27,32,LWX377,97943.40782
8965,Masters,14,Manager,Healthcare,New York,Medium,3,51,38,WAQ988,95249.025
8966,High School,16,Software Engineer,IT,New York,Medium,2,41,36,KVB223,78413.78674
8967,Bachelors,1,Manager,Healthcare,London,Small,4,38,47,ESV146,73592.32341
8968,High School,8,Manager,Finance,New York,,4,55,49,,75268.67514
8969,PhD,17,Software Engineer,Finance,Bangalore,Small,0,48,57,LUL837,95343.5088
8970,Masters,3,Analyst,IT,Bangalore,Small,4,33,44,BPO120,59289.23466
8971,High School,19,Manager,Healthcare,Bangalore,Small,3,39,51,VZD111,98336.05225
8972,Masters,15,Data Scientist,Education,San Francisco,Small,,25,34,DBP986,102545.3829
8973,Bachelors,16,Data Scientist,Education,London,,1,51,41,,88649.70917
8974,Masters,0,Software Engineer,Healthcare,London,Large,0,22,55,PSF466,71526.95293
8975,,17,Analyst,Finance,London,Large,0,44,41,WNL110,76952.55899
8976,High School,9,Analyst,Healthcare,San Francisco,Small,0,43,43,IHO321,84337.86421
8977,,7,Manager,Education,New York,Medium,1,24,30,TCU153,74925.14849
8978,High School,11,Manager,Healthcare,New York,Small,1,44,,DFZ986,87234.64938
8979,PhD,13,Manager,Finance,London,Large,0,53,43,VBK594,108782.1415
8980,PhD,12,,IT,London,Medium,3,25,40,MJW653,107023.2632
8981,High School,3,Manager,Finance,New York,Medium,0,29,32,TPB792,70786.9595
8982,Masters,19,Analyst,IT,Bangalore,Small,0,31,54,RBK769,95922.03309
8983,High School,9,Manager,Education,Bangalore,Large,4,58,39,TSN443,83815.74885
8984,PhD,16,Manager,Finance,Bangalore,Small,1,56,51,ZQU860,107676.7028
8985,PhD,5,Analyst,Finance,Bangalore,Medium,3,47,31,BAB033,78862.24875
8986,PhD,9,Manager,Education,Bangalore,Small,0,43,41,RKD806,85138.32282
8987,PhD,2,Analyst,Education,Bangalore,Large,3,30,38,BYN952,68659.8241
8988,High School,5,Manager,IT,London,Medium,3,52,47,ZSJ332,77450.06689
8989,High School,12,,Finance,San Francisco,Small,3,38,32,NJS306,87287.77663
8990,PhD,6,Manager,Education,San Francisco,Medium,2,47,30,UWT563,108397.9874
8991,High School,16,Manager,Healthcare,London,Small,4,36,43,EWC979,90514.7609
8992,Bachelors,6,Analyst,Education,New York,Medium,3,37,48,LQB953,64736.06108
8993,Bachelors,4,Data Scientist,Education,Bangalore,Small,3,35,44,WGU761,80391.25285
8994,PhD,18,Analyst,Healthcare,San Francisco,Small,4,43,59,JVX816,108085.0424
8995,High School,16,Analyst,Education,London,Large,4,50,50,IHN706,80634.86216
8996,,18,,Finance,Bangalore,Large,0,48,36,EYJ112,110528.2953
8997,Bachelors,0,Manager,Education,New York,Medium,4,24,56,FHA936,74126.16236
8998,PhD,1,Manager,IT,Bangalore,Small,1,45,38,BLE146,88602.04187
8999,High School,6,Software Engineer,Finance,New York,Large,1,44,40,WZL958,52477.67451
9000,Masters,5,Analyst,Finance,London,Large,0,58,45,VEM687,74194.75337
9001,High School,2,Software Engineer,Healthcare,New York,Large,2,22,43,QLB317,57360.08855
9002,High School,15,Manager,Healthcare,Bangalore,Small,1,56,42,CIQ413,89267.26461
9003,High School,11,Analyst,Education,New York,Medium,2,36,48,RLL759,67126.1369
9004,PhD,12,Data Scientist,Education,London,Medium,3,38,52,BQB527,113584.2839
9005,PhD,14,Software Engineer,Finance,London,Small,2,36,47,VTQ547,97779.68893
9006,Bachelors,11,Analyst,Finance,New York,Small,1,28,57,SGD170,66305.06832
9007,High School,12,Analyst,Finance,New York,Large,2,,58,ZRX510,82434.82831
9008,PhD,11,Data Scientist,Education,San Francisco,Small,1,27,,IYJ421,110057.5722
9009,High School,17,Analyst,Healthcare,London,Small,1,46,53,NFQ803,93264.36559
9010,Bachelors,,Data Scientist,IT,New York,Small,2,42,48,YSK292,72029.77204
9011,High School,14,Data Scientist,Finance,Bangalore,Small,4,37,50,OCK801,88888.98571
9012,PhD,1,Analyst,Finance,Bangalore,Large,1,24,50,KKX650,75019.10856
9013,Masters,4,Data Scientist,Finance,New York,Small,3,37,33,XHC089,75067.81229
9014,PhD,14,Software Engineer,IT,Bangalore,Large,4,26,54,CKD981,97536.24253
9015,High School,14,Manager,Education,London,Large,1,33,59,BBM018,104869.7378
9016,Bachelors,6,Manager,Healthcare,New York,Large,2,25,48,YGU631,
9017,Bachelors,12,,Healthcare,Bangalore,Small,1,43,43,ZSC626,87786.18613
9018,Bachelors,3,Software Engineer,Healthcare,San Francisco,Medium,4,40,53,JPN320,78513.85575
9019,Bachelors,13,Data Scientist,,New York,Medium,3,22,47,JRR563,
9020,,12,Analyst,Education,New York,Large,1,30,43,SXN288,78693.4601
9021,High School,11,Manager,Finance,San Francisco,Small,2,59,50,PTG395,120534.0985
9022,Masters,19,Software Engineer,Finance,Bangalore,Large,3,55,38,XTI551,88385.51148
9023,Bachelors,0,Analyst,Finance,Bangalore,Large,3,49,49,PLM246,
9024,Masters,10,Analyst,Finance,San Francisco,Large,,30,54,XDQ334,84686.96002
9025,PhD,11,Software Engineer,Education,San Francisco,Large,1,31,58,GTU667,102456.5024
9026,Bachelors,4,Software Engineer,Finance,San Francisco,Large,4,51,47,UFB265,73242.00505
9027,Bachelors,12,Analyst,Finance,Bangalore,Medium,0,32,35,KSH840,79413.4494
9028,High School,12,Data Scientist,Finance,Bangalore,Small,2,46,47,KWW469,85328.69587
9029,High School,3,Software Engineer,Education,London,Medium,1,43,55,PWZ235,65576.95067
9030,PhD,4,Manager,Education,Bangalore,,3,53,54,,79710.98602
9031,PhD,19,Data Scientist,Healthcare,London,Medium,4,39,40,KXU639,114250.6585
9032,Bachelors,4,Analyst,IT,London,Small,0,41,49,UBW252,67065.52544
9033,PhD,17,Data Scientist,Education,New York,Large,3,34,54,DDK176,107544.44
9034,PhD,7,,Finance,London,Large,3,24,42,RCU224,101129.9494
9035,Bachelors,9,Analyst,Healthcare,London,Large,,28,36,RRQ845,75291.64345
9036,High School,1,Manager,Education,Bangalore,Medium,2,22,39,AHO604,69498.78738
9037,PhD,9,Data Scientist,IT,Bangalore,Large,4,54,36,ELO403,102116.775
9038,Masters,4,Software Engineer,Education,New York,Medium,,30,31,YJL901,73054.20037
9039,Masters,9,Analyst,Healthcare,New York,Large,4,38,33,ETC817,85948.91472
9040,PhD,,Manager,Healthcare,Bangalore,Large,,30,34,OAG678,74929.2263
9041,PhD,5,Analyst,,San Francisco,Medium,3,48,46,EPB112,91700.97551
9042,,19,Software Engineer,Healthcare,San Francisco,Small,3,35,42,GUH335,103043.044
9043,High School,0,Analyst,Healthcare,San Francisco,Large,2,48,37,JKX655,60941.16286
9044,High School,5,Analyst,Finance,New York,Medium,0,43,55,YCM187,66991.3518
9045,Masters,2,Software Engineer,IT,San Francisco,Medium,4,30,49,FAN931,82173.72329
9046,High School,11,Manager,Healthcare,San Francisco,Small,2,34,54,PPC272,102062.3619
9047,PhD,5,Analyst,Finance,London,,4,47,47,,87122.03681
9048,High School,7,Software Engineer,Finance,San Francisco,Medium,2,31,47,OIW838,108068.717
9049,High School,16,Data Scientist,IT,London,Small,4,35,40,MVI078,102246.1114
9050,High School,19,Manager,Education,San Francisco,Large,3,37,36,YMO725,104162.8144
9051,PhD,3,Manager,IT,Bangalore,Large,4,48,52,XLF676,76548.24765
9052,Masters,5,Software Engineer,,Bangalore,Medium,1,34,59,KRJ835,87677.32318
9053,Masters,7,Data Scientist,IT,San Francisco,Small,1,43,37,JNY042,108271.7876
9054,PhD,6,Software Engineer,IT,London,Medium,3,59,59,CKI339,88811.30765
9055,PhD,10,Analyst,IT,Bangalore,Small,,38,40,VOE010,92778.09544
9056,Bachelors,10,Manager,Finance,San Francisco,Small,4,43,41,LZE299,92490.15673
9057,Bachelors,12,Manager,IT,New York,Medium,4,28,32,JYQ135,79639.84519
9058,High School,4,Analyst,Education,Bangalore,Large,0,59,46,ZWE867,66043.30784
9059,PhD,3,Analyst,Healthcare,London,,1,34,43,,76589.5375
9060,Bachelors,15,Software Engineer,Education,New York,Medium,3,44,31,WIZ027,79541.68813
9061,High School,15,Data Scientist,Education,San Francisco,Medium,,49,,PLB064,97260.85524
9062,Masters,5,Analyst,Healthcare,San Francisco,Medium,2,42,43,EQZ231,81311.78265
9063,Bachelors,2,Software Engineer,Education,Bangalore,Large,2,36,,VBS020,59446.25302
9064,PhD,19,Software Engineer,Healthcare,Bangalore,Large,2,53,49,JIP956,105457.8973
9065,High School,5,Data Scientist,Education,Bangalore,Small,4,48,43,FAP862,71826.38508
9066,Bachelors,15,Manager,,New York,Large,2,30,52,TRJ631,90380.2929
9067,Bachelors,8,Analyst,Education,London,Large,4,33,55,QND629,
9068,Bachelors,15,Software Engineer,IT,San Francisco,Small,3,28,52,AGE056,87830.65985
9069,Bachelors,17,Manager,Finance,Bangalore,Small,2,29,37,AZO664,105067.864
9070,High School,3,Software Engineer,IT,London,Small,1,58,,SOJ476,63005.52884
9071,Masters,,Analyst,IT,San Francisco,Large,1,54,33,LTV251,
9072,Masters,6,Data Scientist,Finance,San Francisco,Medium,4,54,53,QQF568,105450.2393
9073,PhD,6,Analyst,IT,Bangalore,Medium,1,26,,OZK639,85373.32076
9074,Bachelors,12,Manager,Finance,Bangalore,Small,2,57,38,JKO150,84853.92669
9075,PhD,18,Data Scientist,IT,San Francisco,Small,1,39,39,HHC470,122528.9713
9076,High School,19,Manager,IT,Bangalore,Medium,2,23,49,PEP916,93679.09992
9077,PhD,13,Analyst,Education,New York,Large,4,49,54,OFQ925,87194.75893
9078,Bachelors,16,Manager,,London,Large,,55,55,AXI813,108583.5467
9079,Bachelors,2,Manager,IT,Bangalore,Large,3,22,56,HQN034,73865.49819
9080,PhD,15,Software Engineer,Education,Bangalore,Large,4,46,37,YND072,87091.04702
9081,PhD,15,Analyst,Finance,Bangalore,Small,2,53,37,GNR124,94423.02918
9082,High School,7,,,New York,Large,4,55,40,GDM458,69725.95795
9083,High School,8,,Finance,New York,Medium,4,27,48,ZTK556,78082.94632
9084,PhD,7,Analyst,Healthcare,London,Small,3,55,41,RSO889,92958.5909
9085,Bachelors,5,Manager,Healthcare,New York,Small,3,37,40,WAH697,70484.00359
9086,Masters,11,Data Scientist,IT,San Francisco,Large,4,50,40,NCY559,104934.9336
9087,PhD,16,Analyst,Finance,New York,Small,,44,38,UVY956,89142.24727
9088,PhD,14,Manager,IT,San Francisco,Medium,4,50,59,XGL862,114958.5439
9089,Bachelors,,Manager,Finance,San Francisco,Large,,52,49,JBP506,82923.97817
9090,High School,14,Data Scientist,IT,London,Large,2,56,30,OBH095,101616.9519
9091,PhD,1,Analyst,IT,London,Medium,1,28,32,SCQ386,78364.40005
9092,Bachelors,15,,IT,London,Small,1,57,59,OOF924,87752.86722
9093,Bachelors,3,Manager,IT,London,,1,51,31,,73366.20343
9094,Bachelors,3,Data Scientist,Healthcare,San Francisco,Medium,1,24,58,CCF788,79179.06913
9095,High School,19,Software Engineer,Healthcare,New York,Medium,2,59,34,LEX608,76677.50156
9096,PhD,11,,Finance,San Francisco,Large,1,23,37,GOB561,95414.9109
9097,Masters,17,,IT,San Francisco,Medium,4,49,50,RRM921,100827.0588
9098,High School,6,Data Scientist,Healthcare,Bangalore,Small,0,26,56,AMH599,62798.7672
9099,Bachelors,19,Manager,Healthcare,San Francisco,Medium,4,37,47,ECO480,98238.0047
9100,PhD,16,Analyst,Education,San Francisco,Large,2,45,54,XFE093,116056.1421
9101,PhD,1,Data Scientist,Finance,London,Medium,,52,36,HYD541,96036.83351
9102,,9,Data Scientist,Healthcare,Bangalore,Medium,3,30,47,JOK903,74888.71525
9103,High School,5,Data Scientist,Healthcare,London,Small,2,58,46,PEF929,84838.7738
9104,PhD,0,Manager,Education,Bangalore,Small,3,42,46,NMJ340,75129.65101
9105,PhD,12,Analyst,IT,London,Medium,0,23,34,CTI473,97672.05913
9106,Masters,7,Manager,Finance,New York,Large,0,55,36,YUH273,79739.50986
9107,PhD,11,Software Engineer,Education,San Francisco,,4,37,45,,
9108,Bachelors,14,Analyst,IT,London,Large,3,55,48,LZZ830,86210.20077
9109,Bachelors,1,Manager,,Bangalore,Small,3,,44,III539,83662.62179
9110,PhD,4,Manager,Finance,London,Large,2,41,50,WQE905,93277.33549
9111,Masters,12,Analyst,Education,London,Large,3,38,52,JOV712,
9112,Masters,14,Data Scientist,Education,Bangalore,Small,3,48,39,TEQ946,94608.52762
9113,Masters,7,Software Engineer,,London,Medium,3,,46,PMG356,77983.1904
9114,PhD,3,Analyst,Healthcare,Bangalore,Small,4,54,,UEM403,
9115,High School,8,Software Engineer,Education,New York,Large,4,39,34,BBZ556,65515.06006
9116,Bachelors,17,Data Scientist,Healthcare,New York,Medium,,57,31,RZL749,92367.14406
9117,Masters,12,Software Engineer,Healthcare,New York,Large,2,27,51,RBK503,90228.73249
9118,PhD,11,Data Scientist,Finance,San Francisco,Small,1,42,43,ZDN611,
9119,Masters,14,Data Scientist,Education,New York,Small,,42,,STS170,106502.3172
9120,PhD,3,Data Scientist,Finance,San Francisco,Small,2,31,30,JGW852,102125.3777
9121,Masters,13,Analyst,Education,San Francisco,Small,0,48,43,RPY539,105321.9977
9122,Masters,10,Software Engineer,Finance,London,Large,1,44,41,NEI013,85404.50037
9123,Masters,7,Software Engineer,IT,New York,Large,1,35,36,BTC231,74984.38567
9124,,3,Analyst,Healthcare,New York,Medium,4,30,33,MCS315,52201.87282
9125,High School,4,Data Scientist,,San Francisco,Medium,0,38,44,HOM015,80915.42273
9126,PhD,10,Software Engineer,Healthcare,Bangalore,Large,2,42,53,RER501,93650.94123
9127,,16,Data Scientist,Education,San Francisco,Small,1,39,36,WEK550,105498.2141
9128,Bachelors,17,Software Engineer,IT,San Francisco,Large,1,56,39,UCE127,95957.66164
9129,,3,Analyst,Education,San Francisco,Small,4,23,35,PHH603,70538.39869
9130,PhD,3,Analyst,IT,Bangalore,Large,2,37,35,VLN404,70608.64251
9131,PhD,2,Software Engineer,Healthcare,San Francisco,Small,2,26,48,NYY659,90846.39852
9132,Masters,14,Software Engineer,Education,San Francisco,Large,1,52,35,LVY091,97506.66254
9133,Masters,16,Software Engineer,Healthcare,Bangalore,Medium,3,23,,FBB352,82479.07061
9134,Masters,5,,IT,Bangalore,Small,0,39,59,ZSM104,75735.4252
9135,Bachelors,14,Analyst,IT,New York,Medium,2,40,43,VHX765,
9136,Bachelors,2,Analyst,Education,San Francisco,Small,0,36,48,PDH361,69390.88411
9137,PhD,7,Analyst,Education,New York,Small,1,25,30,JFB860,75517.72611
9138,PhD,,Analyst,Healthcare,New York,Medium,2,25,43,CUR085,93621.79748
9139,Bachelors,14,Data Scientist,Education,London,Medium,4,54,48,OEJ977,96700.60842
9140,PhD,10,Analyst,IT,London,Large,2,54,40,FAT447,97903.39784
9141,Masters,6,Data Scientist,Finance,New York,Small,,31,45,XKW641,72692.54099
9142,Masters,,Manager,IT,London,Large,1,35,,PTV428,106031.6466
9143,High School,6,Data Scientist,Education,New York,Small,,33,54,QMX071,91034.04
9144,Masters,10,Analyst,Education,San Francisco,Medium,,58,57,DJX783,89339.86177
9145,PhD,13,Software Engineer,Healthcare,New York,,2,49,,,88949.23796
9146,Bachelors,14,Manager,Healthcare,Bangalore,Medium,1,46,30,YQO286,93787.87675
9147,PhD,15,Software Engineer,Education,London,Large,4,,30,CQW469,99839.88091
9148,Bachelors,17,Data Scientist,Finance,San Francisco,Large,0,31,57,XEQ640,95782.31811
9149,Bachelors,9,,Finance,Bangalore,Medium,4,56,57,WIC417,88674.51145
9150,PhD,15,Software Engineer,Education,New York,,0,58,38,,79775.7845
9151,Masters,10,Software Engineer,IT,New York,Medium,3,22,52,PWC465,75312.97394
9152,PhD,17,,Healthcare,Bangalore,Small,2,39,30,OCZ941,101564.917
9153,High School,13,Software Engineer,Finance,Bangalore,Large,1,48,40,AUP277,83661.06376
9154,Masters,15,Data Scientist,Finance,Bangalore,Large,1,59,58,ISR042,93816.10922
9155,High School,18,Software Engineer,IT,San Francisco,Medium,4,59,40,TND616,98881.43572
9156,Masters,19,Data Scientist,Healthcare,New York,Small,0,,39,KYC134,103724.2238
9157,High School,7,Manager,IT,New York,Large,4,47,45,MZU757,68584.14447
9158,Masters,5,Software Engineer,Finance,New York,Medium,0,32,48,QAX958,71575.7929
9159,High School,12,,Healthcare,San Francisco,Small,4,31,44,WQC259,98324.39
